0.17500 	 0.00000 
0.52500 	 0.00000 
0.87500 	 0.01188 
1.22500 	 0.00000 
1.57500 	 0.00660 
1.92500 	 0.02699 
2.27500 	 0.02284 
2.62500 	 0.05542 
2.97500 	 0.07685 
3.32500 	 0.07813 
3.67500 	 0.10180 
4.02500 	 0.04389 
4.37500 	 0.06651 
4.72500 	 0.10117 
5.07500 	 0.07167 
5.42500 	 0.08428 
5.77500 	 0.09357 
6.12500 	 0.07635 
6.47500 	 0.07704 
6.82500 	 0.08374 
7.17500 	 0.09994 
7.52500 	 0.07457 
7.87500 	 0.08709 
8.22500 	 0.08591 
8.57500 	 0.09332 
8.92500 	 0.11760 
9.27500 	 0.12325 
9.62500 	 0.13820 
9.97500 	 0.11251 
10.32500 	 0.14493 
10.67500 	 0.15576 
11.02500 	 0.20925 
11.37500 	 0.21926 
11.72500 	 0.25348 
12.07500 	 0.26937 
12.42500 	 0.28938 
12.77500 	 0.35873 
13.12500 	 0.40697 
13.47500 	 0.48894 
13.82500 	 0.50663 
14.17500 	 0.62608 
14.52500 	 0.63174 
14.87500 	 0.73285 
15.22500 	 0.85183 
15.57500 	 0.86538 
15.92500 	 0.94751 
16.27500 	 0.97438 
16.62500 	 0.97575 
16.97500 	 1.07072 
17.32500 	 1.10547 
17.67500 	 1.08652 
18.02500 	 1.09021 
18.37500 	 1.16729 
18.72500 	 1.20874 
19.07500 	 1.16259 
19.42500 	 1.17695 
19.77500 	 1.11933 
20.12500 	 1.17061 
20.47500 	 1.15415 
20.82500 	 1.19164 
21.17500 	 1.16262 
21.52500 	 1.18958 
21.87500 	 1.27648 
22.22500 	 1.23113 
22.57500 	 1.16417 
22.92500 	 1.20442 
23.27500 	 1.20640 
23.62500 	 1.18369 
23.97500 	 1.17854 
24.32500 	 1.15732 
24.67500 	 1.07688 
25.02500 	 1.05892 
25.37500 	 1.06233 
25.72500 	 1.03091 
26.07500 	 1.01707 
26.42500 	 1.07596 
26.77500 	 1.05452 
27.12500 	 1.09493 
27.47500 	 1.06170 
27.82500 	 1.07075 
28.17500 	 1.08474 
28.52500 	 1.09220 
28.87500 	 1.08328 
29.22500 	 1.06070 
29.57500 	 1.05623 
29.92500 	 1.08104 
30.27500 	 1.07952 
30.62500 	 1.09705 
30.97500 	 1.07190 
31.32500 	 1.08215 
31.67500 	 1.09119 
32.02500 	 1.11885 
32.37500 	 1.13918 
32.72500 	 1.09175 
33.07500 	 1.10344 
33.42500 	 1.04774 
33.77500 	 1.09319 
34.12500 	 1.11669 
34.47500 	 1.13309 
34.82500 	 1.14110 
